source_table,feature,nan_ratio,missing_over_20_percent
features_advanced,ecg_mean,0.0,False
features_advanced,ecg_std,0.0,False
features_advanced,ecg_min,0.0,False
features_advanced,ecg_max,0.0,False
features_advanced,ecg_range,0.0,False
features_advanced,ecg_rms,0.0,False
features_advanced,ecg_energy,0.0,False
features_advanced,ecg_n_peaks,0.004328379743182802,False
features_advanced,ecg_hr_mean,0.004376472851440389,False
features_advanced,ecg_rr_mean,0.004376472851440389,False
features_advanced,ecg_rr_std,0.004376472851440389,False
features_advanced,ecg_rmssd,0.004376472851440389,False
features_advanced,rn_flow_mean,0.0,False
features_advanced,rn_flow_std,0.0,False
features_advanced,rn_flow_min,0.0,False
features_advanced,rn_flow_max,0.0,False
features_advanced,rn_flow_range,0.0,False
features_advanced,rn_flow_rms,0.0,False
features_advanced,rn_flow_energy,0.0,False
features_advanced,rn_flow_abs_mean,0.0,False
features_advanced,rn_flow_zero_crossing_rate,0.0,False
features_advanced,rn_flow_low_amplitude_ratio,0.0,False
features_advanced,rn_ribcage_mean,0.0,False
features_advanced,rn_ribcage_std,0.0,False
features_advanced,rn_ribcage_min,0.0,False
features_advanced,rn_ribcage_max,0.0,False
features_advanced,rn_ribcage_range,0.0,False
features_advanced,rn_ribcage_rms,0.0,False
features_advanced,rn_ribcage_energy,0.0,False
features_advanced,rn_ribcage_abs_mean,0.0,False
features_advanced,rn_ribcage_zero_crossing_rate,0.0,False
features_advanced,rn_abdo_mean,0.0,False
features_advanced,rn_abdo_std,0.0,False
features_advanced,rn_abdo_min,0.0,False
features_advanced,rn_abdo_max,0.0,False
features_advanced,rn_abdo_range,0.0,False
features_advanced,rn_abdo_rms,0.0,False
features_advanced,rn_abdo_energy,0.0,False
features_advanced,rn_abdo_abs_mean,0.0,False
features_advanced,rn_abdo_zero_crossing_rate,0.0,False
features_advanced,rn_effort_corr,0.004328379743182802,False
features_advanced,rn_effort_diff_mean,0.0,False
features_advanced,rn_effort_diff_std,0.0,False
features_advanced,rn_effort_sum_energy,0.0,False
features_advanced,rn_spo2_mean,0.011542345981820806,False
features_advanced,rn_spo2_std,0.011542345981820806,False
features_advanced,rn_spo2_min,0.011542345981820806,False
features_advanced,rn_spo2_max,0.011542345981820806,False
features_advanced,rn_spo2_range,0.011542345981820806,False
features_advanced,rn_spo2_drop_from_median,0.011542345981820806,False
features_advanced,rn_spo2_below_90_ratio,0.05097869475304189,False
features_advanced,rn_spo2_below_92_ratio,0.011542345981820806,False
features_advanced,rn_spo2_slope,0.011542345981820806,False
features_advanced,rn_ecg_mean,0.0,False
features_advanced,rn_ecg_std,0.0,False
features_advanced,rn_ecg_min,0.0,False
features_advanced,rn_ecg_max,0.0,False
features_advanced,rn_ecg_range,0.0,False
features_advanced,rn_ecg_rms,0.0,False
features_advanced,rn_ecg_energy,0.0,False
features_advanced,rn_ecg_n_peaks,0.004328379743182802,False
features_advanced,rn_ecg_hr_mean,0.004376472851440389,False
features_advanced,rn_ecg_rr_mean,0.004376472851440389,False
features_advanced,rn_ecg_rr_std,0.004376472851440389,False
features_advanced,rn_ecg_rmssd,0.004376472851440389,False
features_advanced,prev1_flow_low_amplitude_ratio,0.0012023277064396672,False
features_advanced,next1_flow_low_amplitude_ratio,0.0012023277064396672,False
features_advanced,roll3_mean_flow_low_amplitude_ratio,0.0,False
features_advanced,roll3_min_flow_low_amplitude_ratio,0.0,False
features_advanced,roll3_max_flow_low_amplitude_ratio,0.0,False
features_advanced,prev1_flow_energy,0.0012023277064396672,False
features_advanced,next1_flow_energy,0.0012023277064396672,False
features_advanced,roll3_mean_flow_energy,0.0,False
features_advanced,roll3_min_flow_energy,0.0,False
features_advanced,roll3_max_flow_energy,0.0,False
features_advanced,prev1_spo2_min,0.012696580580002885,False
features_advanced,next1_spo2_min,0.012456115038714952,False
features_advanced,roll3_mean_spo2_min,0.009474342326744578,False
features_advanced,roll3_min_spo2_min,0.009474342326744578,False
features_advanced,roll3_max_spo2_min,0.009474342326744578,False
features_advanced,prev1_spo2_mean,0.012696580580002885,False
features_advanced,next1_spo2_mean,0.012456115038714952,False
features_advanced,roll3_mean_spo2_mean,0.009474342326744578,False
features_advanced,roll3_min_spo2_mean,0.009474342326744578,False
features_advanced,roll3_max_spo2_mean,0.009474342326744578,False
features_advanced,prev1_spo2_below_90_ratio,0.012696580580002885,False
features_advanced,next1_spo2_below_90_ratio,0.012456115038714952,False
features_advanced,roll3_mean_spo2_below_90_ratio,0.009474342326744578,False
features_advanced,roll3_min_spo2_below_90_ratio,0.009474342326744578,False
features_advanced,roll3_max_spo2_below_90_ratio,0.009474342326744578,False
features_advanced,prev1_spo2_below_92_ratio,0.012696580580002885,False
features_advanced,next1_spo2_below_92_ratio,0.012456115038714952,False
features_advanced,roll3_mean_spo2_below_92_ratio,0.009474342326744578,False
features_advanced,roll3_min_spo2_below_92_ratio,0.009474342326744578,False
features_advanced,roll3_max_spo2_below_92_ratio,0.009474342326744578,False
features_advanced,prev1_effort_corr,0.005530707449622469,False
features_advanced,next1_effort_corr,0.005530707449622469,False
features_advanced,roll3_mean_effort_corr,0.0034627037945462414,False
features_advanced,roll3_min_effort_corr,0.0034627037945462414,False
features_advanced,roll3_max_effort_corr,0.0034627037945462414,False
features_advanced,prev1_ribcage_energy,0.0012023277064396672,False
features_advanced,next1_ribcage_energy,0.0012023277064396672,False
features_advanced,roll3_mean_ribcage_energy,0.0,False
features_advanced,roll3_min_ribcage_energy,0.0,False
features_advanced,roll3_max_ribcage_energy,0.0,False
features_advanced,prev1_abdo_energy,0.0012023277064396672,False
features_advanced,next1_abdo_energy,0.0012023277064396672,False
features_advanced,roll3_mean_abdo_energy,0.0,False
features_advanced,roll3_min_abdo_energy,0.0,False
features_advanced,roll3_max_abdo_energy,0.0,False
features_advanced,lag1_spo2_min,0.012696580580002885,False
features_advanced,lag2_spo2_min,0.013850815178184966,False
features_advanced,lead1_spo2_min,0.012456115038714952,False
features_advanced,lead2_spo2_min,0.013514163420381859,False
features_advanced,roll5_mean_spo2_min,0.007935362862501804,False
features_advanced,roll5_min_spo2_min,0.007935362862501804,False
features_advanced,roll5_max_spo2_min,0.007935362862501804,False
features_advanced,lag1_spo2_mean,0.012696580580002885,False
features_advanced,lag2_spo2_mean,0.013850815178184966,False
features_advanced,lead1_spo2_mean,0.012456115038714952,False
features_advanced,lead2_spo2_mean,0.013514163420381859,False
features_advanced,roll5_mean_spo2_mean,0.007935362862501804,False
features_advanced,roll5_min_spo2_mean,0.007935362862501804,False
features_advanced,roll5_max_spo2_mean,0.007935362862501804,False
features_advanced,lag1_spo2_below_90_ratio,0.012696580580002885,False
features_advanced,lag2_spo2_below_90_ratio,0.013850815178184966,False
features_advanced,lead1_spo2_below_90_ratio,0.012456115038714952,False
features_advanced,lead2_spo2_below_90_ratio,0.013514163420381859,False
features_advanced,roll5_mean_spo2_below_90_ratio,0.007935362862501804,False
features_advanced,roll5_min_spo2_below_90_ratio,0.007935362862501804,False
features_advanced,roll5_max_spo2_below_90_ratio,0.007935362862501804,False
features_advanced,lag1_spo2_below_92_ratio,0.012696580580002885,False
features_advanced,lag2_spo2_below_92_ratio,0.013850815178184966,False
features_advanced,lead1_spo2_below_92_ratio,0.012456115038714952,False
features_advanced,lead2_spo2_below_92_ratio,0.013514163420381859,False
features_advanced,roll5_mean_spo2_below_92_ratio,0.007935362862501804,False
features_advanced,roll5_min_spo2_below_92_ratio,0.007935362862501804,False
features_advanced,roll5_max_spo2_below_92_ratio,0.007935362862501804,False
features_advanced,lag1_spo2_drop_from_median,0.012696580580002885,False
features_advanced,lag2_spo2_drop_from_median,0.013850815178184966,False
features_advanced,lead1_spo2_drop_from_median,0.012456115038714952,False
features_advanced,lead2_spo2_drop_from_median,0.013514163420381859,False
features_advanced,roll3_mean_spo2_drop_from_median,0.009474342326744578,False
features_advanced,roll3_min_spo2_drop_from_median,0.009474342326744578,False
features_advanced,roll3_max_spo2_drop_from_median,0.009474342326744578,False
features_advanced,roll5_mean_spo2_drop_from_median,0.007935362862501804,False
features_advanced,roll5_min_spo2_drop_from_median,0.007935362862501804,False
features_advanced,roll5_max_spo2_drop_from_median,0.007935362862501804,False
features_advanced,lag1_flow_low_amplitude_ratio,0.0012023277064396672,False
features_advanced,lag2_flow_low_amplitude_ratio,0.0024046554128793344,False
features_advanced,lead1_flow_low_amplitude_ratio,0.0012023277064396672,False
features_advanced,lead2_flow_low_amplitude_ratio,0.0024046554128793344,False
features_advanced,roll5_mean_flow_low_amplitude_ratio,0.0,False
features_advanced,roll5_min_flow_low_amplitude_ratio,0.0,False
features_advanced,roll5_max_flow_low_amplitude_ratio,0.0,False
features_advanced,lag1_flow_energy,0.0012023277064396672,False
features_advanced,lag2_flow_energy,0.0024046554128793344,False
features_advanced,lead1_flow_energy,0.0012023277064396672,False
features_advanced,lead2_flow_energy,0.0024046554128793344,False
features_advanced,roll5_mean_flow_energy,0.0,False
features_advanced,roll5_min_flow_energy,0.0,False
features_advanced,roll5_max_flow_energy,0.0,False
features_advanced,lag1_flow_abs_mean,0.0012023277064396672,False
features_advanced,lag2_flow_abs_mean,0.0024046554128793344,False
features_advanced,lead1_flow_abs_mean,0.0012023277064396672,False
features_advanced,lead2_flow_abs_mean,0.0024046554128793344,False
features_advanced,roll3_mean_flow_abs_mean,0.0,False
features_advanced,roll3_min_flow_abs_mean,0.0,False
features_advanced,roll3_max_flow_abs_mean,0.0,False
features_advanced,roll5_mean_flow_abs_mean,0.0,False
features_advanced,roll5_min_flow_abs_mean,0.0,False
features_advanced,roll5_max_flow_abs_mean,0.0,False
features_advanced,lag1_ribcage_energy,0.0012023277064396672,False
features_advanced,lag2_ribcage_energy,0.0024046554128793344,False
features_advanced,lead1_ribcage_energy,0.0012023277064396672,False
features_advanced,lead2_ribcage_energy,0.0024046554128793344,False
features_advanced,roll5_mean_ribcage_energy,0.0,False
features_advanced,roll5_min_ribcage_energy,0.0,False
features_advanced,roll5_max_ribcage_energy,0.0,False
features_advanced,lag1_abdo_energy,0.0012023277064396672,False
features_advanced,lag2_abdo_energy,0.0024046554128793344,False
features_advanced,lead1_abdo_energy,0.0012023277064396672,False
features_advanced,lead2_abdo_energy,0.0024046554128793344,False
features_advanced,roll5_mean_abdo_energy,0.0,False
features_advanced,roll5_min_abdo_energy,0.0,False
features_advanced,roll5_max_abdo_energy,0.0,False
features_advanced,lag1_effort_corr,0.005530707449622469,False
features_advanced,lag2_effort_corr,0.006733035156062136,False
features_advanced,lead1_effort_corr,0.005530707449622469,False
features_advanced,lead2_effort_corr,0.006733035156062136,False
features_advanced,roll5_mean_effort_corr,0.0025970278459096813,False
features_advanced,roll5_min_effort_corr,0.0025970278459096813,False
features_advanced,roll5_max_effort_corr,0.0025970278459096813,False
features_advanced,lag1_effort_diff_std,0.0012023277064396672,False
features_advanced,lag2_effort_diff_std,0.0024046554128793344,False
features_advanced,lead1_effort_diff_std,0.0012023277064396672,False
features_advanced,lead2_effort_diff_std,0.0024046554128793344,False
features_advanced,roll3_mean_effort_diff_std,0.0,False
features_advanced,roll3_min_effort_diff_std,0.0,False
features_advanced,roll3_max_effort_diff_std,0.0,False
features_advanced,roll5_mean_effort_diff_std,0.0,False
features_advanced,roll5_min_effort_diff_std,0.0,False
features_advanced,roll5_max_effort_diff_std,0.0,False
features_advanced,roll5_median_spo2_min,0.007935362862501804,False
features_advanced,roll5_median_spo2_mean,0.007935362862501804,False
features_advanced,delta1_spo2_min,0.013610349636897032,False
features_advanced,delta2_spo2_min,0.01567835329197326,False
features_advanced,lead_delta1_spo2_min,0.013610349636897032,False
features_advanced,lead_delta2_spo2_min,0.01567835329197326,False
features_advanced,drop_from_roll5_median_spo2_min,0.011542345981820806,False
features_advanced,drop_from_roll5_median_spo2_mean,0.011542345981820806,False
features_advanced,flow_energy_to_ribcage_energy,0.0,False
features_advanced,flow_energy_to_abdo_energy,0.0,False
features_advanced,flow_abs_to_ribcage_abs,0.0,False
features_advanced,flow_abs_to_abdo_abs,0.0,False
features_advanced,ribcage_to_abdo_energy_ratio,0.0,False
features_advanced,flow_low_amp_x_spo2_drop,0.011542345981820806,False
features_advanced,flow_low_amp_x_spo2_below90,0.011542345981820806,False
features_advanced,flow_low_amp_x_effort_diff,0.0,False
